trip,vial,NPOC_ppm,site,sample_type,sample,dt_sampled,fillStage_cm,analysis
23,1,5.642,Leech-head,Grab,Grab,2020-02-20T18:00:00Z,NA,DOC
23,2,5.655,Leech-head,Rack,L1,NA,134,DOC
23,3,5.666,Leech-head,Rack,L2,NA,145,DOC
23,4,5.261,Leech-head,Rack,L3,NA,160,DOC
23,5,4.661,Leech-head,Rack,L4,NA,170,DOC
23,6,4.288,Leech-head,Rack,L6,NA,200,DOC
23,7,6.952,Weeks-out,Grab,Grab,2020-02-20T19:45:00Z,51.5,DOC
23,8,4.222,Weeks-out,Rack,L1,NA,74,DOC
23,9,4.255,Weeks-out,Rack,L2,NA,83,DOC
23,10,3.782,Weeks-out,Rack,L3,NA,100,DOC
23,11,4.945,Weeks-out,Rack,L4,NA,115,DOC
23,12,6.869,Weeks-out,Grab,Grab,2020-01-09T19:35:00Z,NA,DOC
23,13,3.4,Tunnel,Grab,Treatability,2020-02-18T19:00:00Z,20,DOC
23,14,3.447,Tunnel,Grab,Grab,2020-02-19T19:00:00Z,19,DOC
23,15,5.909,Tunnel,Rack,L1,NA,41,DOC
23,16,4.937,Tunnel,Rack,L2,NA,57,DOC
23,17,5.037,Tunnel,Rack,L3,NA,75,DOC
23,18,5.352,Tunnel,Rack,L4,NA,103,DOC
23,19,5.101,Tunnel,Rack,L5,NA,125,DOC
23,20,5.209,Tunnel,Rack,L6,NA,150,DOC
23,21,3.715,Tunnel,Grab,Grab,2020-01-30T20:30:00Z,110,DOC
23,22,2.901,West-Leech,Grab,Grab,2020-02-19T18:00:00Z,30,DOC
23,23,4.448,West-Leech,Rack,L1,NA,31,DOC
23,24,5.55,West-Leech,Rack,L2,NA,41,DOC
23,25,3.366,West-Leech,Rack,L3,NA,52,DOC
23,26,3.737,West-Leech,Rack,L4,NA,67,DOC
23,27,4.936,West-Leech,Rack,L5,NA,85,DOC
23,28,4.339,West-Leech,Rack,L6,NA,99,DOC
23,29,4.175,West-Leech,Rack,L7,NA,114,DOC
23,30,3.063,West-Leech,Grab,Grab,2020-01-30T17:30:00Z,NA,DOC
23,31,3.353,West-Leech,Grab,Grab,2020-01-08T20:45:00Z,NA,DOC
23,32,3.034,West-Leech,Grab,Grab,2020-02-08T18:00:00Z,NA,DOC
23,33,3.267,Leech-downstreamconf,Grab,Grab,2020-02-08T19:10:00Z,NA,DOC
23,34,2.492,Chris-crk,Grab,Grab,2020-02-20T21:00:00Z,NA,DOC
23,35,4.868,Chris-crk,Rack,L1,NA,25,DOC
23,36,4.802,Chris-crk,Rack,L2,NA,37,DOC
23,37,1.937,Chris-crk,Rack,L3,NA,45,DOC
23,38,4.457,Chris-crk,Rack,L4,NA,55,DOC
23,39,3.665,Chris-crk,Rack,L5,NA,67,DOC
23,40,4.822,Chris-crk,Rack,L6,NA,80,DOC
23,41,3.077,Chris-crk,Grab,Grab,2020-01-09T19:20:00Z,NA,DOC
23,42,3.552,Cragg-crk,Grab,Grab,2020-02-06T23:30:00Z,NA,DOC
23,43,3.176,Cragg-crk,Grab,Grab,2020-02-19T22:00:00Z,NA,DOC
23,44,5.624,Cragg-crk,Rack,L1,NA,75,DOC
23,45,5.8,Cragg-crk,Rack,L2,NA,91,DOC
23,46,4.752,Cragg-crk,Rack,L3,NA,124,DOC
23,47,5.043,Cragg-crk,Rack,FL1,NA,106,DOC
23,48,4.876,Cragg-crk,Rack,FL2,NA,83,DOC
23,49,4.285,Cragg-crk,Grab,Grab,2020-01-09T17:58:00Z,NA,DOC
23,50,3.787,Cragg-crk,Grab,Grab,2020-01-10T20:03:00Z,NA,DOC
23,51,3.555,Cragg-crk,Grab,Grab,2020-01-30T21:30:00Z,NA,DOC
23,52,3.275,Cragg-crk,Grab,Grab,2020-02-18T20:20:00Z,NA,DOC
23,53,4.009,Jordan-trib,Grab,Grab,2020-01-09T22:09:00Z,NA,DOC
23,54,5.088,Judge,Grab,Grab,2020-02-19T23:00:00Z,NA,DOC
23,55,3.384,Rithet,Grab,Grab,2020-02-20T00:00:00Z,NA,DOC
23,56,5.032,Judge,Grab,Treatability,2020-02-18T22:00:00Z,NA,DOC
23,57,3.477,Rithet,Grab,Treatability,2020-02-18T22:30:00Z,NA,DOC
23,58,4.506,Deception-res,Grab,Treatability,2020-02-18T17:00:00Z,NA,DOC
3,1,11.42,Jarvis,Grab,Grab,2018-11-23T16:25:00Z,NA,DOC
3,2,7.605,Chris-crk,Rack,L1,NA,25,DOC
3,3,4.338,Chris-crk,Grab,Grab,2018-11-23T16:55:00Z,NA,DOC
3,4,10.49,Weeks-out,Grab,Grab,2018-11-23T17:15:00Z,NA,DOC
3,5,7.675,Leech-head,Grab,Grab,2018-11-23T18:00:00Z,NA,DOC
3,6,5.267,Cragg-crk,Rack,L1,NA,45,DOC
3,7,5.177,Cragg-crk,Grab,Grab,2018-11-23T19:15:00Z,NA,DOC
3,8,6.224,West-Leech,Rack,L1,NA,40,DOC
3,9,6.74,West-Leech,Rack,L2,NA,48,DOC
3,10,6.124,West-Leech,Grab,Grab,2018-11-23T20:15:00Z,NA,DOC
3,11,5.362,Boneyard,Grab,Grab,2018-11-23T21:20:00Z,NA,DOC
3,12,5.653,Tunnel,Grab,Grab,2018-11-23T21:45:00Z,NA,DOC
3,13,6.877,Lab,QA-QC,CAL-VER_5.7ppm,NA,NA,QA-QC
3,14,9.604,Jarvis,Grab,Grab,2018-11-23T16:25:00Z,NA,TOC
3,15,8.781,Chris-crk,Rack,L1,NA,26,TOC
3,16,4.16,Chris-crk,Grab,Grab,2018-11-23T16:55:00Z,NA,TOC
3,17,10.7,Weeks-out,Grab,Grab,2018-11-23T17:15:00Z,NA,TOC
3,18,7.612,Leech-head,Grab,Grab,2018-11-23T18:00:00Z,NA,TOC
3,19,6.273,Cragg-crk,Rack,L1,NA,45,TOC
3,20,5.072,Cragg-crk,Grab,Grab,2018-11-23T19:15:00Z,NA,TOC
3,21,5.925,West-Leech,Rack,L1,NA,40,TOC
3,22,6.894,West-Leech,Rack,L2,NA,48,TOC
3,23,6.218,West-Leech,Grab,Grab,2018-11-23T20:15:00Z,NA,TOC
3,24,5.281,Boneyard,Grab,Grab,2018-11-23T21:20:00Z,NA,TOC
3,25,5.441,Tunnel,Grab,Grab,2018-11-23T21:45:00Z,NA,TOC
4,1,6.487,Weeks-out,Rack,L1,NA,65,TOC
4,2,5.799,Weeks-out,Rack,L2,NA,72,TOC
4,3,5.967,Weeks-out,Rack,L3,NA,79,TOC
4,4,3.815,Weeks-out,Rack,L4,NA,86,TOC
4,5,4.958,Weeks-out,Rack,L5,NA,90,TOC
4,6,7.753,Weeks-out,Rack,L6,NA,95,TOC
4,7,6.055,Weeks-out,Rack,L7,NA,105,TOC
4,8,3.334,Weeks-out,Grab,Grab,2018-12-07T20:15:00Z,50,TOC
4,9,6.539,Chris-crk,Rack,L1,NA,25,TOC
4,10,7.932,Chris-crk,Rack,L2,NA,32,TOC
4,11,7.827,Chris-crk,Rack,L3,NA,40,TOC
4,12,7.308,Chris-crk,Rack,L4,NA,48,TOC
4,13,7.404,Chris-crk,Rack,L5,NA,55,TOC
4,14,7.409,Chris-crk,Rack,L6,NA,63,TOC
4,15,3.095,Chris-crk,Rack,L7,NA,71,TOC
4,16,3.64,Leech-head,Rack,L1,NA,122,TOC
4,17,4.658,Leech-head,Rack,L2,NA,129,TOC
4,18,7.177,Leech-head,Rack,L3,NA,133,TOC
4,19,29.75,Leech-head,Rack,L4,NA,140,TOC
4,20,0.1889,Leech-head,Rack,L5,NA,150,TOC
4,21,6.601,Leech-head,Rack,L6,NA,172,TOC
4,22,0.1949,Leech-head,Rack,L7,NA,180,TOC
4,1,6.487,Leech-head,Grab,Grab,2018-12-07T18:30:00Z,109,TOC
4,2,5.799,Cragg-crk,Rack,L1,NA,45,TOC
4,3,5.967,Cragg-crk,Rack,L2,NA,53,TOC
4,4,3.815,Cragg-crk,Rack,L3,NA,62,TOC
4,5,4.958,Cragg-crk,Rack,L4,NA,73,TOC
4,6,7.753,Cragg-crk,Rack,L5,NA,100,TOC
4,7,6.055,Cragg-crk,Rack,L6,NA,112,TOC
4,8,3.334,Cragg-crk,Grab,Grab,2018-12-07T16:45:00Z,29,TOC
4,9,6.539,West-Leech,Rack,L1,NA,36,TOC
4,10,7.932,West-Leech,Rack,L2,NA,55,TOC
4,11,7.827,West-Leech,Rack,L3,NA,66,TOC
4,12,7.308,West-Leech,Rack,L4,NA,75,TOC
4,13,7.404,West-Leech,Rack,L5,NA,85,TOC
4,14,7.409,West-Leech,Rack,L6,NA,93,TOC
4,15,3.095,West-Leech,Grab,Grab,2018-12-06T21:30:00Z,25,TOC
4,16,3.64,Tunnel,Grab,Grab,2018-12-06T18:00:00Z,16,TOC
4,17,4.658,5S-above,Grab,Grab,2018-12-06T16:00:00Z,NA,TOC
4,18,7.177,5S-below,Grab,Grab,2018-12-06T16:00:00Z,NA,TOC
4,19,29.75,Mystery-bottle,Grab,Grab,NA,NA,TOC
4,20,0.1889,Lab,QA-QC,RO_pH<2,NA,NA,DOC
4,21,6.601,Lab,QA-QC,CAL-VER_5.7ppm,NA,NA,DOC
4,22,0.1949,Lab,QA-QC,RO_pH<2,NA,NA,DOC
4,23,0,Lab,QA-QC,RO,NA,NA,DOC
4,24,10.49,Weeks-out,Rack,L1,NA,65,DOC
4,25,9.184,Weeks-out,Rack,L2,NA,72,DOC
4,26,8.504,Weeks-out,Rack,L3,NA,79,DOC
4,27,6.244,Weeks-out,Rack,L4,NA,86,DOC
4,28,6.083,Weeks-out,Rack,L5,NA,90,DOC
4,29,9.166,Weeks-out,Rack,L6,NA,95,DOC
4,30,8.447,Weeks-out,Rack,L7,NA,105,DOC
4,31,8.753,Weeks-out,Grab,Grab,2018-12-07T20:15:00Z,50,DOC
4,32,4.542,Chris-crk,Rack,L1,NA,25,DOC
4,33,4.739,Chris-crk,Rack,L2,NA,29,DOC
4,34,5.496,Chris-crk,Rack,L3,NA,35,DOC
4,35,6.675,Chris-crk,Rack,L4,NA,41,DOC
4,36,5.566,Chris-crk,Rack,L5,NA,49,DOC
4,37,4.489,Chris-crk,Rack,L6,NA,63,DOC
4,38,3.968,Chris-crk,Rack,L7,NA,71,DOC
4,39,6.858,Leech-head,Rack,L1,NA,122,DOC
4,40,7.422,Leech-head,Rack,L2,NA,129,DOC
4,41,6.149,Leech-head,Rack,L3,NA,133,DOC
4,42,6.05,Leech-head,Rack,L4,NA,140,DOC
4,43,7.105,Leech-head,Rack,L5,NA,150,DOC
4,44,7.385,Leech-head,Rack,L6,NA,172,DOC
4,45,6.939,Leech-head,Rack,L7,NA,180,DOC
4,46,5.832,Leech-head,Grab,Grab,2018-12-07T18:30:00Z,109,DOC
4,47,6.745,Cragg-crk,Rack,L1,NA,45,DOC
4,48,4.449,Cragg-crk,Rack,L2,NA,53,DOC
4,49,3.004,Cragg-crk,Rack,L3,NA,62,DOC
4,50,3.889,Cragg-crk,Rack,L4,NA,73,DOC
4,51,6.066,Cragg-crk,Rack,L5,NA,100,DOC
4,52,5.325,Cragg-crk,Rack,L6,NA,112,DOC
4,53,3.065,Cragg-crk,Grab,Grab,2018-12-07T16:45:00Z,29,DOC
4,54,5.493,West-Leech,Rack,L1,NA,34,DOC
4,55,7.425,West-Leech,Rack,L2,NA,55,DOC
4,56,6.721,West-Leech,Rack,L3,NA,66,DOC
4,57,6.466,West-Leech,Rack,L4,NA,75,DOC
4,58,6.51,West-Leech,Rack,L5,NA,85,DOC
4,59,7.539,West-Leech,Rack,L6,NA,93,DOC
4,60,2.698,West-Leech,Grab,Grab,2018-12-06T21:30:00Z,25,DOC
4,61,4.113,Tunnel,Grab,Grab,2018-12-06T18:00:00Z,16,DOC
4,62,4.32,5S-above,Grab,Grab,2018-12-05T18:00:00Z,NA,DOC
4,63,4.364,5S-below,Grab,Grab,2018-12-05T18:00:00Z,NA,DOC
4,64,26.56,Mystery-bottle,Grab,Grab,NA,NA,DOC
4,65,0.2023,Lab,QA-QC,RO_pH<2,NA,NA,DOC
4,66,5.914,Lab,QA-QC,5.7ppm_cal-ver,NA,NA,DOC
4,67,0.1371,Lab,QA-QC,RO_pH<2,NA,NA,DOC
4,68,0,Lab,QA-QC,RO,NA,NA,DOC
5,1,6.219,West-Leech,Rack,L1,NA,31,TOC
5,2,5.358,West-Leech,Rack,L2,NA,48,TOC
5,3,5.596,West-Leech,Rack,L3,NA,69.5,TOC
5,4,5.639,West-Leech,Rack,L4,NA,84,TOC
5,5,6.586,West-Leech,Rack,L5,NA,98,TOC
5,6,6.233,West-Leech,Rack,L6,NA,109,TOC
5,7,2.507,West-Leech,Grab,Grab,2019-01-07T18:00:00Z,40,TOC
5,1,6.219,West-Leech,Rack,L1,NA,31,DOC
5,2,5.358,West-Leech,Rack,L2,NA,48,DOC
5,3,5.596,West-Leech,Rack,L3,NA,69.5,DOC
5,4,5.639,West-Leech,Rack,L4,NA,84,DOC
5,5,6.586,West-Leech,Rack,L5,NA,98,DOC
5,6,6.233,West-Leech,Rack,L6,NA,105,DOC
5,7,2.507,West-Leech,Grab,Grab,2019-01-07T18:00:00Z,40,DOC
5,8,4.179,Tunnel,Rack,L1,NA,20,DOC
5,9,4.118,Tunnel,Rack,L2,NA,34,DOC
5,10,4.472,Tunnel,Rack,L3,NA,56,DOC
5,11,5.789,Tunnel,Rack,L4,NA,70,DOC
5,12,5.552,Tunnel,Rack,L5,NA,85,DOC
5,13,5.577,Tunnel,Rack,L6,NA,100,DOC
5,14,5.942,Tunnel,Rack,L7,NA,117,DOC
5,15,5.687,Tunnel,Rack,L8,NA,138,DOC
5,16,6.951,Tunnel,Rack,L9,NA,156,DOC
5,17,3.346,Tunnel,Grab,Grab,2019-01-07T20:10:00Z,58,DOC
5,18,6.306,Leech-head,Rack,L1,NA,115,DOC
5,19,6.9,Leech-head,Rack,L2,NA,130,DOC
5,20,6.82,Leech-head,Rack,L3,NA,160,DOC
5,21,6.997,Leech-head,Rack,L4,NA,178,DOC
5,22,4.872,Leech-head,Grab,Grab,2019-01-07T22:15:00Z,NA,DOC
5,23,8.591,Weeks-out,Rack,L1,NA,50,DOC
5,24,10.83,Weeks-out,Rack,L2,NA,65,DOC
5,25,9.818,Weeks-out,Rack,L3,NA,86,DOC
5,26,7.729,Weeks-out,Rack,L4,NA,98,DOC
5,27,6.426,Weeks-out,Grab,Grab,2019-01-07T22:50:00Z,NA,DOC
5,28,2.589,Chris-crk,Rack,L1,NA,38,DOC
5,29,3.501,Chris-crk,Rack,L2,NA,75,DOC
5,30,2.29,Chris-crk,Grab,Grab,2019-01-07T23:20:00Z,NA,DOC
5,31,3.154,Cragg-crk,Rack,L1,NA,45,DOC
5,32,5.347,Cragg-crk,Rack,L2,NA,65,DOC
5,33,4.272,Cragg-crk,Rack,L3,NA,88,DOC
5,34,6.991,Cragg-crk,Rack,L4,NA,102,DOC
5,35,4.389,Cragg-crk,Rack,L5,NA,122,DOC
5,36,4.538,Cragg-crk,Rack,L6,NA,138,DOC
5,37,4.456,Cragg-crk,Grab,Grab,2019-01-08T17:00:00Z,49,DOC
5,38,4.452,Tunnel,Rack,L1,NA,20,TOC
5,39,4.169,Tunnel,Rack,L2,NA,34,TOC
5,40,4.667,Tunnel,Rack,L3,NA,56,TOC
5,41,5.916,Tunnel,Rack,L4,NA,70,TOC
5,42,5.509,Tunnel,Rack,L5,NA,85,TOC
5,43,4.883,Tunnel,Rack,L6,NA,100,TOC
5,44,5.206,Tunnel,Rack,L7,NA,117,TOC
5,45,5.379,Tunnel,Rack,L8,NA,138,TOC
5,46,5.553,Tunnel,Rack,L9,NA,156,TOC
5,47,3.552,Tunnel,Grab,Grab,2019-01-07T20:10:00Z,58,TOC
5,48,6.467,Leech-head,Rack,L1,NA,124,TOC
5,49,6.449,Leech-head,Rack,L2,NA,139,TOC
5,50,6.948,Leech-head,Rack,L3,NA,155,TOC
5,51,7.264,Leech-head,Rack,L4,NA,171,TOC
5,52,4.414,Leech-head,Grab,Grab,2019-01-07T22:15:00Z,NA,TOC
5,53,8.391,Weeks-out,Rack,L1,NA,50,TOC
5,54,8.629,Weeks-out,Rack,L2,NA,65,TOC
5,55,8.24,Weeks-out,Rack,L3,NA,86,TOC
5,56,8.507,Weeks-out,Rack,L4,NA,98,TOC
5,57,5.074,Weeks-out,Grab,Grab,2019-01-07T22:50:00Z,NA,TOC
5,58,2.482,Chris-crk,Rack,L1,NA,38,TOC
5,59,3.332,Chris-crk,Rack,L2,NA,75,TOC
5,60,1.953,Chris-crk,Grab,Grab,2019-01-07T23:20:00Z,NA,TOC
5,61,0.466,Lab,QA-QC,RO,NA,NA,DOC
5,62,0.1733,Lab,QA-QC,RO,NA,NA,DOC
6,1,6.093,Weeks-out,Rack,L1,NA,50,DOC
6,2,5.897,Weeks-out,Rack,L2,NA,70,DOC
6,3,3.95,Leech-head,Rack,L1,NA,134,DOC
6,4,3.339,Chris-crk,Rack,L1,NA,38,DOC
6,5,1.845,Chris-crk,Grab,Grab,2019-02-05T18:30:00Z,25,DOC
6,6,3.548,Cragg-crk,Rack,L1,NA,51,DOC
6,7,3.04,Cragg-crk,Rack,L2,NA,65,DOC
6,8,2.581,Cragg-crk,Grab,Grab,2019-02-05T20:00:00Z,35,DOC
6,9,3.009,West-Leech,Rack,L1,NA,47,DOC
6,10,3.184,West-Leech,Rack,L2,NA,71,DOC
6,11,2.333,West-Leech,Grab,Grab,2019-02-06T17:30:00Z,28,DOC
6,12,2.791,Tunnel,Rack,L1,NA,35,DOC
6,13,3.168,Tunnel,Rack,L2,NA,49,DOC
6,14,2.693,Tunnel,Rack,L4,NA,75,DOC
6,15,2.187,Tunnel,Grab,Grab,2019-02-06T18:45:00Z,17,DOC
6,16,0.2209,Lab,QA-QC,RO_pH<2,NA,NA,DOC
6,17,5.442,Lab,QA-QC,CAL-VER_5.7ppm,NA,NA,DOC
6,18,0.4082,Lab,QA-QC,RO_pH<2,NA,NA,DOC
6,19,6.953,Lab,QA-QC,CAL-VER_5.7ppm,NA,NA,DOC
6,20,0.4716,Lab,QA-QC,RO,NA,NA,DOC
7,1,6.033,Leech-head,Grab,Grab,2019-04-10T17:15:00Z,118,DOC
7,2,6.376,Weeks-out,Grab,R1,2019-04-10T18:00:00Z,61,DOC
7,3,6.468,Weeks-out,Grab,R2,2019-04-10T18:00:00Z,61,DOC
7,4,6.561,Weeks-out,Grab,R3,2019-04-10T18:00:00Z,61,DOC
7,5,2.367,Chris-crk,Grab,Grab,2019-04-10T19:15:00Z,25,DOC
7,6,3.163,Cragg-crk,Grab,R1,2019-04-10T21:00:00Z,41,DOC
7,7,3.072,Cragg-crk,Grab,R2,2019-04-10T21:00:00Z,NA,DOC
7,8,2.74,Cragg-crk,Grab,R3,2019-04-10T21:00:00Z,NA,DOC
7,9,2.891,West-Leech,Rack,L1,NA,32,DOC
7,10,3.218,West-Leech,Grab,Grab,2019-04-11T16:45:00Z,30,DOC
7,11,2.875,Tunnel,Grab,R1,2019-04-11T18:30:00Z,23,DOC
7,12,3.2,Tunnel,Grab,R2,2019-04-11T18:30:00Z,23,DOC
7,13,3.005,Tunnel,Grab,R3,2019-04-11T18:30:00Z,23,DOC
7,14,5.767,Lab,QA-QC,CAL-VER_A1_5.60ppm,NA,NA,DOC
7,15,5.789,Lab,QA-QC,CAL-VER_A2_5.31ppm,NA,NA,DOC
7,16,0.3637,Lab,QA-QC,RO_pH<2,NA,NA,DOC
7,17,0.3653,Lab,QA-QC,RO,NA,NA,DOC
7,18,5.541,Lab,QA-QC,CAL-VER_B1_5.08ppm,NA,NA,DOC
7,19,0.357,Lab,QA-QC,CAL-VER_B2_5.35ppm,NA,NA,DOC
7,20,0.3783,Lab,QA-QC,RO_pH<2,NA,NA,DOC
7,21,0.3782,Lab,QA-QC,RO,NA,NA,DOC
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
8,1,2.955,Rithet,Grab,Grab,2019-05-15T15:20:00Z,NA,DOC
8,2,1.637,Rithet,Grab,Grab,2019-05-15T22:30:00Z,NA,DOC
8,3,3.994,Leech-head,Grab,Grab,2019-05-15T16:45:00Z,NA,DOC
8,4,7.54,Weeks-out,Grab,Grab,2019-05-15T17:30:00Z,NA,DOC
8,5,1.914,Chris-crk,Grab,Grab,2019-05-15T18:15:00Z,NA,DOC
8,6,1.788,Cragg-crk,Grab,Grab,2019-05-15T19:15:00Z,10,DOC
8,7,3.245,Cragg-crk,Rack,L1,NA,39,DOC
8,8,1.737,Tunnel,Grab,Grab,2019-05-15T20:15:00Z,NA,DOC
8,9,3.646,Tunnel,Rack,L1,NA,24,DOC
8,10,2.712,Tunnel,Rack,L2,NA,35,DOC
8,11,1.968,Tunnel,Grab,R1,2019-05-15T20:15:00Z,NA,DOC
8,12,1.649,Tunnel,Grab,R2,2019-05-15T20:15:00Z,NA,DOC
8,13,1.806,Tunnel,Grab,R3,2019-05-15T20:15:00Z,NA,DOC
8,14,1.818,Tunnel,Grab,R4,2019-05-15T20:15:00Z,NA,DOC
8,15,1.73,Tunnel,Grab,R5,2019-05-15T20:15:00Z,NA,DOC
8,16,1.997,West-Leech,Grab,Grab,2019-05-15T21:30:00Z,17,DOC
8,17,2.663,West-Leech,Rack,L1,NA,31,DOC
8,18,4.501,West-Leech,Rack,L2,NA,48,DOC
8,19,1.887,Boneyard,Grab,R1,2019-05-15T22:10:00Z,NA,DOC
8,20,1.879,Boneyard,Grab,R2,2019-05-15T22:10:00Z,NA,DOC
8,21,1.826,Boneyard,Grab,R3,2019-05-15T22:10:00Z,NA,DOC
8,22,1.881,Boneyard,Grab,R4,2019-05-15T22:10:00Z,NA,DOC
8,23,1.828,Boneyard,Grab,R5,2019-05-15T22:10:00Z,NA,DOC
8,24,5.416,Judge,Grab,Grab,2019-05-15T22:45:00Z,NA,DOC
8,25,0.4636,Lab,QA-QC,RO,NA,NA,DOC
8,26,0.4814,Lab,QA-QC,Lid-blank,NA,NA,DOC
8,27,0.5842,Lab,QA-QC,Lid-untreated,NA,NA,DOC
8,28,1.937,Lab,QA-QC,Lid-treated,NA,NA,DOC
8,29,0.2784,Lab,QA-QC,RO,NA,NA,DOC
9,1,15.1,Judge,Grab,FP0531,2019-05-31T14:10:00Z,NA,DOC
9,2,10.41,Rithet,Grab,FP0531,2019-05-31T14:30:00Z,NA,DOC
9,3,5.748,Lazar,Grab,FP0531,2019-05-31T14:50:00Z,NA,DOC
9,4,10.41,Jarvis,Grab,FP0531,2019-05-31T15:00:00Z,NA,DOC
9,5,6.473,Leech-head,Grab,FP0531,2019-05-31T15:45:00Z,NA,DOC
9,6,12.72,Weeks-out,Grab,FP0531,2019-05-31T16:00:00Z,NA,DOC
9,7,12.3,Weeks-out,Grab,FP0531,2019-05-31T16:00:00Z,NA,DOC
9,8,5.355,Chris-crk,Grab,FP0531,2019-05-31T16:30:00Z,NA,DOC
9,9,4.523,Cragg-crk,Grab,FP0531,2019-05-31T17:15:00Z,NA,DOC
9,10,4.282,West-Leech,Grab,FP0531,2019-05-31T18:15:00Z,NA,DOC
9,11,4.935,Tunnel,Grab,FP0531,2019-05-31T19:15:00Z,NA,DOC
9,12,6.792,Lab,QA-QC,CalVer_5.816ppm,NA,NA,DOC
9,13,17.25,Judge,Grab,FP0603,2019-05-31T14:10:00Z,NA,DOC
9,14,12.47,Rithet,Grab,FP0603,2019-05-31T14:30:00Z,NA,DOC
9,15,7.085,Lazar,Grab,FP0603,2019-05-31T14:50:00Z,NA,DOC
9,16,10.92,Jarvis,Grab,FP0603,2019-05-31T15:00:00Z,NA,DOC
9,17,6.715,Leech-head,Grab,FP0603,2019-05-31T15:45:00Z,NA,DOC
9,18,13.1,Weeks-out,Grab,FP0603,2019-05-31T16:00:00Z,NA,DOC
9,19,13.07,Weeks-out,Grab,FP0603,2019-05-31T16:00:00Z,NA,DOC
9,20,6.316,Chris-crk,Grab,FP0603,2019-05-31T16:30:00Z,NA,DOC
9,21,5.177,Cragg-crk,Grab,FP0603,2019-05-31T17:15:00Z,NA,DOC
9,22,5.045,West-Leech,Grab,FP0603,2019-05-31T18:15:00Z,NA,DOC
9,23,5.988,Tunnel,Grab,FP0603,2019-05-31T19:15:00Z,NA,DOC
9,24,1.004,Lab,QA-QC,RO,NA,NA,DOC
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
